Country	Aroma	Flavor	Aftertaste	Acidity	Body	Balance	Uniformity	Clean.Cup	Sweetness	Cupper.Points
Costa Rica	7.83	7.33	7.5	7.67	7.58	7.67	10	10	10	7.5
Costa Rica	7.67	7.58	7.5	7.58	7.5	7.5	10	10	10	7.67
Costa Rica	7.58	7.5	7.42	7.67	7.42	7.5	10	10	10	7.67
Costa Rica	7.67	7.42	7.5	7.67	7	7.75	10	10	10	7.58
Costa Rica	7.75	7.5	7.25	7.25	7.42	7.67	10	10	10	7.5
Costa Rica	7.75	7.33	7.5	7.5	7.33	7.58	10	10	10	7.33
Costa Rica	7.92	7.58	7.25	7.75	7.92	7.58	9.33	9.33	10	7.67
Costa Rica	7.75	7.42	7.42	7.25	7.17	7.42	10	10	10	7.67
Costa Rica	7.58	7.33	7.33	7.33	7.5	7.67	10	10	10	7.33
Costa Rica	7.5	7.25	7.33	7.33	7.75	7.5	10	10	10	7.33
Costa Rica	7.25	7.33	7.5	7.33	7.67	7.42	10	10	10	7.33
Costa Rica	7.67	7.5	7.5	7.25	7.08	7.42	10	10	10	7.42
Costa Rica	7.5	7.17	7.17	7.17	7.5	7.08	10	10	10	8.08
Costa Rica	7.58	7.42	7.5	7.17	7.08	7.58	10	10	10	7.25
Costa Rica	7.25	7.17	7.33	7.33	7.5	7.75	10	10	10	7.25
Costa Rica	7.83	7.33	7.08	7.08	7.33	7.5	10	10	10	7.33
Costa Rica	7.5	7.5	7.33	7.17	7.08	7.17	10	10	10	7.42
Costa Rica	7.33	7.08	7.33	7.25	7.33	7.58	10	10	10	7.25
Costa Rica	7.42	7.25	7.17	7.25	7.25	7.58	10	10	10	7.17
Costa Rica	7.33	7.33	7.25	7.25	7.17	7.17	10	10	10	7.25
Costa Rica	7.83	7.5	7.67	7.67	7.83	7.5	6.67	10	10	8
Costa Rica	7.58	7.5	7.67	7.75	7.67	7.58	8	8	10	8
Costa Rica	7.17	7.42	7.5	8	7.25	7.83	10	10	6.67	7.33
Costa Rica	7.5	7.25	7.42	7	7.08	6.83	8.67	9.33	10	6.83
Costa Rica	6.33	6.5	6.33	6.83	6.33	6.5	10	6.67	10	6.25
Cote d?Ivoire	7.42	7.25	6.83	7	7.33	7.08	9.33	10	10	7.08
Ecuador	7.5	7.67	7.58	7.75	7.83	7.83	10	10	10	7.67
El Salvador	7.92	8.17	8	7.92	7.75	7.83	10	10	10	8
El Salvador	7.83	8	8	7.75	7.92	8.17	10	10	10	7.92
El Salvador	8.08	7.83	7.83	8.08	7.83	7.83	10	10	10	7.92
El Salvador	7.75	8	8	8.33	7.67	7.92	10	10	9.33	7.75
El Salvador	7.83	7.83	7.5	8	7.83	7.67	10	10	10	8
El Salvador	8.42	8.08	7.5	7.17	7.58	8.17	9.33	10	10	7.92
El Salvador	7.58	7.5	7.75	7.58	7.75	7.67	10	10	10	7.58
El Salvador	7.5	7.5	7.33	7.67	8	7.67	10	10	10	7.5
El Salvador	7.42	7.83	8.17	8.08	7.17	7.58	10	9.33	10	7.58
El Salvador	7.5	7.5	7.75	7.58	7.92	7.83	10	10	9.33	7.5
El Salvador	7.33	7.67	7.67	7.83	7.33	7.67	10	10	10	7.33
El Salvador	7.75	7.58	7.75	7.75	7.25	7.5	10	10	10	7.25
El Salvador	7.67	7.67	7.17	7.33	7.58	7.67	10	10	10	7.67
El Salvador	7.67	7.67	7.67	7.67	7.5	7.67	10	10	9.33	7.5
El Salvador	7.92	8	7.5	6.75	7.92	7.58	10	10	9.33	7.67
El Salvador	7.58	7.67	7.5	7.67	7.83	8.42	9.33	9.33	9.33	7.58
El Salvador	7.75	7.33	7.33	7.5	7.5	7.5	10	10	10	7.33
El Salvador	7.67	7.58	7.33	7.5	7.5	7.67	10	10	9.33	7.33
El Salvador	7.42	7.08	7.08	7.33	7.25	7.58	10	10	10	7.25
El Salvador	7.33	7.17	7.08	7.08	7.33	7.17	10	10	10	7.25
El Salvador	7.25	7.08	7	6.83	7.33	7.17	10	10	10	7
Ethiopia	8.67	8.83	8.67	8.75	8.5	8.42	10	10	10	8.75
Ethiopia	8.75	8.67	8.5	8.58	8.42	8.42	10	10	10	8.58
Ethiopia	8.17	8.58	8.42	8.42	8.5	8.25	10	10	10	8.67
Ethiopia	8.25	8.5	8.25	8.5	8.42	8.33	10	10	10	8.58
Ethiopia	8.25	8.33	8.5	8.42	8.33	8.5	10	10	9.33	9
Ethiopia	8.67	8.67	8.58	8.42	8.33	8.42	9.33	10	9.33	8.67
Ethiopia	8.08	8.58	8.5	8.5	7.67	8.42	10	10	10	8.5
Ethiopia	8.17	8.67	8.25	8.5	7.75	8.17	10	10	10	8.58
Ethiopia	8.25	8.33	8.5	8.25	8.58	8.75	9.33	10	9.33	8.5
Ethiopia	8.17	8.33	8.25	8.33	8.42	8.33	9.33	10	9.33	8.83
Ethiopia	8.17	8.17	8	8.17	8.08	8.33	10	10	10	8.33
Ethiopia	8.42	8.17	7.92	8.17	8.33	8	10	10	10	8.08
Ethiopia	7.83	8.25	8.08	8.17	8.17	8.17	10	10	10	8.25
Ethiopia	8	8.08	7.92	8	8.08	8.08	10	10	10	8.08
Ethiopia	7.92	7.75	8.08	8.08	8.08	8.17	10	10	10	8.17
Ethiopia	7.75	8.08	8	8.25	8	8	10	10	10	7.92
Ethiopia	7.83	8.08	7.92	8.08	8	7.92	10	10	10	8
Ethiopia	7.83	8	7.83	8.17	7.92	8	10	10	10	8
Ethiopia	7.83	8	7.83	7.92	7.83	8.08	10	10	10	8
Ethiopia	7.75	7.83	7.83	8.17	7.92	7.83	10	10	10	8.08
Ethiopia	7.83	7.83	7.92	8.08	7.75	7.83	10	10	10	8.08
Ethiopia	7.92	7.83	7.75	8.33	7.75	7.75	10	10	10	8
Ethiopia	7.75	8	7.58	8	8	7.92	10	10	10	7.83
Ethiopia	8.42	8	7.42	8	7.92	7.92	9.33	10	10	8.08
Ethiopia	7.67	8	7.83	8	7.92	7.83	10	10	10	7.83
Ethiopia	7.75	7.92	7.83	7.92	7.75	7.67	10	10	10	8
Ethiopia	7.42	7.92	7.92	8	7.83	7.83	10	10	10	7.92
Ethiopia	8.08	7.83	7.75	7.83	7.58	7.67	10	10	10	7.92
Ethiopia	7.42	7.75	7.75	8	8	7.92	10	10	10	7.83
Ethiopia	7.5	7.75	7.83	7.92	7.92	7.75	10	10	10	7.75
Ethiopia	7.75	7.75	7.92	7.75	7.5	7.92	10	10	10	7.75
Ethiopia	7.5	7.92	7.58	7.83	7.75	7.83	10	10	10	7.75
Ethiopia	7.92	7.92	7.83	8	7.92	7.92	10	10	8.67	7.92
Ethiopia	7.83	7.75	7.67	7.75	7.33	7.75	10	10	10	7.92
Ethiopia	7.75	7.75	7.5	7.58	7.67	7.92	10	10	10	7.83
Ethiopia	7.75	7.75	7.67	7.67	7.58	7.67	10	10	10	7.75
Ethiopia	7.58	7.83	7.58	8	7.83	7.5	10	10	10	7.5
Ethiopia	7.75	7.67	7.58	7.67	7.5	7.67	10	10	10	7.75
Ethiopia	7.67	7.75	7.5	7.58	7.75	7.67	10	10	10	7.58
Ethiopia	7.75	8	7.67	8.08	7.83	7.92	9.33	9.33	9.33	7.92
Ethiopia	7.58	7.58	7.5	7.5	7.58	7.58	10	10	10	7.58
Ethiopia	7.42	7.33	7.17	7.33	7.42	7.17	10	10	10	7.25
Ethiopia	7.25	7.25	7.25	7.33	7.5	8	9.33	9.33	10	7.08
Ethiopia	7.42	7.42	7.5	7.92	7.75	7.58	8.67	9.33	8.67	7.75
Guatemala	8.42	8.5	8.42	8.42	8.33	8.42	10	10	10	9.25
Guatemala	7.92	8.08	7.92	8.08	8.08	7.83	10	10	10	8
Guatemala	7.83	8	8	8.17	7.83	8	10	10	10	8
Guatemala	8	8	7.83	8.33	7.83	7.83	10	10	10	8
Guatemala	8	7.83	7.67	8.33	7.83	8	10	10	10	7.83
Guatemala	7.83	7.75	7.83	7.67	7.83	8.58	10	10	10	7.83
Guatemala	8	7.92	7.75	8	7.92	7.83	10	10	10	7.83
Guatemala	8.25	8	7.67	7.92	7.75	7.67	10	10	10	7.92
Guatemala	7.83	8.08	7.67	8	7.75	7.67	10	10	10	8
Guatemala	7.75	7.83	7.58	8	7.92	7.75	10	10	10	7.83
Guatemala	8	7.83	7.67	7.83	7.67	8	10	10	10	7.67
Guatemala	7.67	7.83	7.67	8	7.67	7.83	10	10	10	8
Guatemala	7.75	7.83	7.67	7.92	7.75	7.83	10	10	10	7.83
Guatemala	8	7.92	7.67	7.58	7.58	7.67	10	10	10	8.17
Guatemala	8.17	7.83	7.67	7.83	7.67	7.83	10	10	10	7.5
Guatemala	7.67	8	7.67	8	7.5	7.83	10	10	10	7.83
Guatemala	7.5	7.67	7.75	7.67	7.92	7.92	10	10	10	7.92
Guatemala	7.75	7.75	7.58	7.92	7.75	7.75	10	10	10	7.75
Guatemala	7.75	7.92	7.5	8.08	7.58	7.67	10	10	10	7.75
Guatemala	7.83	7.83	7.5	7.92	7.58	7.75	10	10	10	7.83
Guatemala	7.75	7.83	7.58	7.83	7.67	7.75	10	10	10	7.75
Guatemala	7.75	7.75	7.58	8	7.67	7.83	10	10	10	7.58
Guatemala	7.75	7.92	7.58	7.92	7.67	7.67	10	10	10	7.67
Guatemala	7.58	7.83	7.58	7.83	7.83	7.67	10	10	10	7.83
Guatemala	7.67	7.75	7.67	7.75	7.75	7.75	10	10	10	7.83
Guatemala	7.92	7.75	7.67	7.67	7.83	7.92	10	10	10	7.42
Guatemala	7.83	7.5	7.5	8	7.83	7.83	10	10	10	7.67
Guatemala	8	7.75	7.5	7.58	7.92	7.67	10	10	10	7.67
Guatemala	7.58	7.75	7.67	8	7.75	7.67	10	10	10	7.67
Guatemala	7.67	7.83	7.58	7.92	7.75	7.67	10	10	10	7.58
Guatemala	7.92	7.67	7.42	7.92	7.75	7.83	10	10	10	7.5
Guatemala	7.75	7.83	7.5	7.83	7.58	7.67	10	10	10	7.83
Guatemala	7.75	7.75	7.5	7.75	7.83	7.58	10	10	10	7.67
Guatemala	7.58	7.83	7.33	8	7.58	7.75	10	10	10	7.75
Guatemala	7.5	7.83	7.5	7.83	7.83	7.67	10	10	10	7.67
Guatemala	7.67	7.58	7.58	7.67	7.75	7.75	10	10	10	7.75
Guatemala	8	7.5	7.33	8	8	8	9.33	10	10	7.5
Guatemala	7.67	7.67	7.42	7.67	8	7.75	10	10	10	7.5
Guatemala	7.83	7.67	7.33	7.67	7.67	7.83	10	10	10	7.67
Guatemala	8.17	8.17	7.83	7.67	8.08	7.75	9.33	9.33	9.33	8
Guatemala	7.67	8.17	7.5	7.42	7.58	7.83	10	10	10	7.5
Guatemala	7.67	7.5	7.33	8	7.67	7.67	10	10	10	7.83
Guatemala	7.75	7.75	7.5	7.83	7.58	7.58	10	10	10	7.58
Guatemala	7.67	7.75	7.5	7.83	7.58	7.58	10	10	10	7.58
Guatemala	7.58	7.75	7.5	7.83	7.42	7.67	10	10	10	7.75
Guatemala	7.83	7.5	7.5	8	7.67	7.5	10	10	10	7.5
Guatemala	7.5	7.5	7.75	7.5	8	7.67	10	10	10	7.58
Guatemala	7.67	7.75	7.5	7.58	7.58	7.67	10	10	10	7.67
Guatemala	7.75	7.83	7.33	7.83	7.5	7.67	10	10	10	7.5
Guatemala	7.67	7.75	7.5	7.83	7.58	7.5	10	10	10	7.58
Guatemala	7.67	7.5	7.75	7.42	7.75	7.75	10	10	10	7.58
Guatemala	7.83	7.67	7.17	7.67	7.67	7.67	10	10	10	7.67
Guatemala	7.5	7.58	7.42	7.83	7.67	7.58	10	10	10	7.67
Guatemala	7.5	7.67	7.58	7.67	7.67	7.5	10	10	10	7.67
Guatemala	7.83	7.58	7.08	7.83	7.42	8.08	10	10	10	7.42
Guatemala	7.58	7.58	7.33	7.67	7.75	7.58	10	10	10	7.67
Guatemala	7.67	7.75	7.42	7.75	7.58	7.5	10	10	10	7.5
Guatemala	7.5	7.75	7.5	7.83	7.58	7.5	10	10	10	7.5
Guatemala	7.92	7.67	7.42	7.75	7.5	7.5	10	10	10	7.42
Guatemala	7.33	7.83	7.17	8.17	7.33	7.67	10	10	10	7.67
Guatemala	7.67	7.83	7.33	7.67	7.5	7.67	10	10	10	7.5
Guatemala	7.75	7.5	7.67	7.5	7.92	8	10	10	9.33	7.5
Guatemala	7.92	7.67	7.67	7.25	7.83	7.67	9.33	10	10	7.75
Guatemala	7.67	7.75	7.33	7.92	7.42	7.5	10	10	10	7.42
Guatemala	7.75	7.67	7.33	7.75	7.5	7.42	10	10	10	7.58
Guatemala	7.83	7.67	7.25	7.67	7.75	7.5	10	10	10	7.33
Guatemala	7.67	7.67	7.42	7.83	7.5	7.5	10	10	10	7.42
Guatemala	7.5	7.67	7.5	7.67	7.5	7.83	10	10	10	7.33
Guatemala	7.75	7.5	7.42	7.58	7.67	7.5	10	10	10	7.5
Guatemala	7.67	7.83	7.42	7.5	7.33	7.5	10	10	10	7.67
Guatemala	7.58	7.58	7.25	7.58	7.58	7.58	10	10	10	7.75
Guatemala	7.83	7.75	7.25	7.92	7.5	7.17	10	10	10	7.5
Guatemala	7.5	7.58	7.33	7.67	7.58	7.58	10	10	10	7.58
Guatemala	7.58	7.58	7.33	7.67	7.67	7.5	10	10	10	7.5
Guatemala	7.67	7.67	7.75	7.67	7.42	7.17	10	10	10	7.5
Guatemala	7.67	7.67	7.33	7.5	7.33	7.92	10	10	10	7.42
Guatemala	7.5	7.58	7.42	7.67	7.58	7.5	10	10	10	7.5
Guatemala	7.58	7.67	7.5	7.58	7.5	7.42	10	10	10	7.5
Guatemala	7.5	7.67	7.17	7.67	7.67	7.58	10	10	10	7.5
Guatemala	7.5	7.5	7.42	7.58	7.67	7.5	10	10	10	7.58
Guatemala	7.42	7.58	7.42	7.67	7.5	7.5	10	10	10	7.67
Guatemala	7.58	7.58	7.33	7.58	7.33	7.67	10	10	10	7.67
Guatemala	7.75	7.42	7.25	7.75	7.5	7.67	10	10	10	7.42
Guatemala	7.67	7.67	7.17	7.67	7.5	7.5	10	10	10	7.5
Guatemala	7.5	7.42	7.42	7.75	7.5	7.5	10	10	10	7.5
Guatemala	7.5	7.58	7.42	7.58	7.42	7.58	10	10	10	7.5
Guatemala	7.5	7.5	7.33	7.5	7.67	7.5	10	10	10	7.5
Guatemala	7.83	7.42	7.33	7.67	7.42	7.5	10	10	10	7.33
Guatemala	7.83	7.67	7.17	7.33	7.5	7.67	10	10	10	7.33
Guatemala	7.67	7.33	7.33	7.33	7.5	7.83	10	10	10	7.5
Guatemala	7.75	7.58	7.67	7.67	7.58	7.58	9.33	10	10	7.33
Guatemala	7.58	7.5	7.33	7.75	7.33	7.5	10	10	10	7.42
Guatemala	7.67	7.58	7.25	7.67	7.42	7.33	10	10	10	7.5
Guatemala	7.58	7.5	7.25	7.67	7.5	7.5	10	10	10	7.42
Guatemala	7.5	7.42	7.08	7.75	7.67	7.5	10	10	10	7.5
Guatemala	7.5	7.5	7.5	7.67	7.42	7.5	10	10	10	7.33
Guatemala	7.5	7.42	7.17	7.83	7.5	7.5	10	10	10	7.42
Guatemala	7.58	7.67	7.5	7.58	7.75	7.5	9.33	10	10	7.42
Guatemala	7.5	7.42	7.58	7.5	7.5	7.58	10	10	10	7.25
Guatemala	7.67	7.5	7.33	7.67	7.5	7.33	10	10	10	7.33
Guatemala	7.5	7.67	7.33	7.5	7.33	7.5	10	10	10	7.5
Guatemala	7.67	7.5	7.25	7.67	7.42	7.42	10	10	10	7.33
Guatemala	7.5	7.5	7.33	7.58	7.67	7.33	10	10	10	7.33
Guatemala	7.42	7.42	7.5	7.5	7.42	7.5	10	10	10	7.42
Guatemala	7.25	7.75	7	7.75	8.17	7.75	10	10	9.33	7.17
Guatemala	7.33	7.33	7.33	7.5	7.67	7.67	10	10	10	7.17
Guatemala	7.75	7.33	7.33	7.42	7.75	7.67	10	10	9.33	7.42
Guatemala	7.58	7.5	7.25	7.58	7.58	7.5	9.33	10	10	7.58
Guatemala	7.5	7.5	7.25	7.42	7.42	7.42	10	10	10	7.42
Guatemala	7.58	7.58	7.17	7.83	7.17	7.33	10	10	10	7.25
Guatemala	7.42	7.5	7.25	7.5	7.33	7.42	10	10	10	7.42
Guatemala	7.58	7.5	7.33	7.42	7.58	7.25	10	10	10	7.17
Guatemala	7.83	7.67	7.33	7.33	7.67	7.83	9.33	10	9.33	7.5
Guatemala	7.5	7.5	7.25	7.42	7.42	7.33	10	10	10	7.33
Guatemala	7.42	7.42	7.08	7.42	7.33	7.42	10	10	10	7.58
Guatemala	7.42	7.33	7.17	7.67	7.33	7.42	10	10	10	7.33
Guatemala	7.5	7.67	7.33	7.33	7.33	7.33	10	10	10	7.17
Guatemala	7.42	7.42	7.08	7.5	7.42	7.33	10	10	10	7.42
Guatemala	7.42	7.33	7.17	7.58	7.42	7.5	10	10	10	7.17
Guatemala	7.67	7.58	7.17	7.42	7.33	7.42	9.33	10	10	7.58
Guatemala	7.5	7.42	7.25	7.25	7.5	7.25	10	10	10	7.33
Guatemala	7.5	7.42	7.17	7.58	7.25	7.42	10	10	10	7.17
Guatemala	7.33	7.5	7.33	7.42	7.17	7.33	10	10	10	7.42
Guatemala	7.42	7.33	7.08	7.58	7.33	7.25	10	10	10	7.42
Guatemala	7.42	7.5	7.17	7.42	7.42	7.42	10	10	10	7.08
Guatemala	7.42	7.33	7.25	7.42	7.42	7.5	10	10	10	7.08
Guatemala	7.33	7.42	7.17	7.25	7.42	7.33	10	10	10	7.33
Guatemala	7.5	7.33	7.5	7.58	7	7.25	10	10	10	7.08
Guatemala	7.42	7.25	7.33	7.25	7.25	7.42	10	10	10	7.25
Guatemala	7.42	7.25	7.17	7.5	7.25	7.17	10	10	10	7.25
Guatemala	7.5	7.25	7	7.25	7.5	7.25	10	10	10	7.25
Guatemala	7.67	7.67	7.33	7.58	7.67	7.5	9.33	9.33	9.33	7.5
Guatemala	7.58	7.42	6.92	7.5	7.25	7.17	10	10	10	7.08
Guatemala	7.67	7.25	7.08	7.33	7.17	7.25	10	10	10	7.08
Guatemala	7.5	7.33	7	7.42	7.17	7.17	10	10	10	7.17
Guatemala	7.67	7.42	6.83	7.17	7.42	7.17	10	10	10	7
Guatemala	7.67	7.17	7	7.5	7	7	10	10	10	7.33
Guatemala	7	7.33	7.5	7.33	7	7.33	10	10	10	7.17
Guatemala	7	7.5	7.33	7.17	7.17	7.17	10	10	10	7.33
Guatemala	7.17	7.42	6.83	7.5	7.17	7.25	10	10	10	7.25
Guatemala	7.33	7.25	7.08	7.17	7.25	7.17	10	10	10	7.25
Guatemala	7.5	7.17	6.83	7.5	7.17	7.17	10	10	10	7.17
Guatemala	7.5	7.5	7	7.67	7.17	7	10	10	10	6.67
Guatemala	7.33	7.33	6.83	7.5	7	7.17	10	10	10	7.17
Guatemala	7	7.17	7.33	7.33	7	7.17	10	10	10	7.25
Guatemala	7.33	7.33	7	7.17	7.17	7.17	10	10	10	7
Guatemala	7.33	7.33	7	7.33	7	7	10	10	10	7.17
Guatemala	7.33	7.25	6.92	7.33	7.25	7.33	9.33	10	10	7.08
Guatemala	7.5	7.42	7.25	7.58	7.33	7.42	9.33	9.33	9.33	7.25
Guatemala	7.58	7.33	7.5	7.33	7	7.33	9.33	9.33	9.33	7.67
Guatemala	7.42	7.42	7.25	7.58	7.42	7.33	9.33	9.33	9.33	7.25
Guatemala	7.5	7	6.83	7.08	7.08	7.17	10	10	10	7
Guatemala	7.08	7	6.83	7.33	7.25	7	10	10	10	7.08
Guatemala	7.08	7.33	7.25	7.58	7.33	7.42	9.33	9.33	9.33	7.42
Guatemala	7.25	7.33	6.83	7	7	7.17	10	10	10	6.83
Guatemala	7.17	6.5	6.33	7.25	7.58	7.33	10	10	10	7.17
Guatemala	7.33	7.42	7.33	7.42	7.5	7.42	8.67	9.33	9.33	7.42
Guatemala	7.08	7	6.92	7.42	7	6.92	10	10	10	6.83
Guatemala	7.25	7.17	6.75	7.25	7	6.92	10	10	10	6.83
Guatemala	7.58	7.67	7.42	7.42	7.67	7.67	8.67	8.67	8.67	7.67
Guatemala	7.33	7.17	6.58	7.42	7.08	6.83	10	10	10	6.58
Guatemala	7.33	7.08	6.33	7.25	7	7	10	10	10	6.75
Guatemala	7.33	7.17	6.92	7.58	7.25	7.17	8.67	9.33	10	7.17
Guatemala	7.17	6.5	6.67	7	7.17	7.17	10	10	10	6.67
Guatemala	7.17	7.17	6.5	7.17	7	6.83	10	10	10	6.5
Guatemala	7.17	6.08	6.17	7.25	7.33	7.33	10	10	10	7
Guatemala	7.42	7.25	6.83	7.33	7	6.92	9.33	9.33	9.33	7.25
Guatemala	7	6.83	6.83	7.17	6.67	6.83	10	10	10	6.67
Guatemala	7.17	6.17	6.17	7.08	7.33	6.83	10	10	10	7.17
Guatemala	7	6.83	6.67	7.17	6.83	6.83	10	10	10	6.5
Guatemala	7.08	6.92	6.33	7	6.92	7	10	10	10	6.17
Guatemala	7.33	7	6.83	7.17	7.17	7.17	9.33	9.33	9.33	6.67
Guatemala	6.42	6.5	6.5	7.33	6.33	6.92	10	10	10	6.5
Guatemala	7.5	7	6.83	7.5	7.17	7.33	8.67	8.67	8.67	7
Guatemala	6.17	6.5	6.5	7.17	7	6.83	10	10	10	6.17
Guatemala	7.92	7.58	7.17	7.58	7.33	7.17	8	8	8	6.83
Guatemala	6.67	6.5	6.33	7	7.17	6.75	8.67	10	10	6.5
Guatemala	6.75	6.5	6.17	7	7.25	6.75	8	10	10	6.33
Guatemala	6.75	6.67	6.17	7.17	7	6.58	8	10	10	6.42
Guatemala	6.5	6.33	6.5	7.5	7.33	6.83	8.67	10	8.67	6
Guatemala	7.5	6.67	6.67	7.67	7.33	6.67	8	1.33	1.33	6.67
Haiti	7.58	7.5	7.67	7.5	7.83	7.42	10	10	10	7.83
Haiti	7.42	7.33	7.25	7.42	7.42	7.33	10	10	10	7.33
Haiti	7.42	7	7.42	7.25	7.08	7.33	10	10	10	7.25
Haiti	6.83	6.83	6.83	6.75	6.92	6.92	9.33	10	10	6.83
Haiti	6.92	6.75	7.08	7.17	7.33	6.67	10	5.33	8.67	6.42
Haiti	6.75	6.58	6.42	6.67	7.08	6.67	9.33	6	6	6.42
Honduras	8.17	8.08	8.08	8	8.08	8	10	10	10	8.25
Honduras	7.83	7.75	8	7.67	7.67	7.67	10	10	10	8.17
Honduras	7.92	8	7.75	7.67	7.67	7.75	10	10	10	7.58
Honduras	7.58	7.92	7.58	7.75	7.92	7.75	10	10	10	7.83
Honduras	7.42	7.83	7.75	7.92	7.75	7.58	10	10	10	7.75
Honduras	7.5	7.5	7.67	7.67	8	8	10	10	10	7.33
Honduras	7.67	7.5	7.67	7.5	7.67	7.67	10	10	10	7.83
Honduras	7.67	7.67	7.5	7.67	7.5	7.67	10	10	10	7.5
Honduras	7.5	7.5	7.5	7.67	7.67	7.67	10	10	10	7.67
Honduras	7.67	7.67	7.5	7.67	7.5	7.67	10	10	10	7.5
Honduras	7.58	7.5	7.42	7.58	7.5	7.5	10	10	10	7.67
Honduras	7.58	7.58	7.33	7.5	7.5	7.5	10	10	10	7.5
Honduras	7.42	7.67	7.17	7.58	7.58	7.5	10	10	10	7.5
Honduras	7.25	7.67	7.42	7.17	7.75	7.5	10	10	10	7.67
Honduras	7.5	7.58	7.33	7.5	7.42	7.42	10	10	10	7.58
Honduras	7.58	7.5	7.42	7.58	7.42	7.42	10	10	10	7.33
Honduras	7.5	7.5	7.17	7.42	7.5	7.5	10	10	10	7.58
Honduras	7.67	7.5	7.25	7.42	7.58	7.42	10	10	10	7.33
Honduras	7.5	7.5	7.17	7.5	7.5	7.42	10	10	10	7.42
Honduras	7.5	7.5	7.25	7.33	7.42	7.5	10	10	10	7.5
Honduras	7.33	7.33	7.33	7.5	7.5	7.83	10	10	10	7.17
Honduras	7.58	7.5	7.25	7.33	7.42	7.5	10	10	10	7.33
Honduras	7.42	7.33	7.33	7.58	7.33	7.5	10	10	10	7.42
Honduras	7.5	7.5	7.33	7.5	7.42	7.25	10	10	10	7.33
Honduras	7.5	7.5	7.33	7.33	7.33	7.33	10	10	10	7.5
Honduras	7.58	7.5	7.33	7.33	7.42	7.25	10	10	10	7.25
Honduras	7.5	7.33	7.5	7.5	7.17	7.17	10	10	10	7.5
Honduras	7.5	7.42	7.08	7.42	7.5	7.33	10	10	10	7.33
Honduras	7.5	7.5	7.33	7.42	7.17	7.25	10	10	10	7.33
Honduras	7.5	7.33	7.17	7.25	7.5	7.42	10	10	10	7.25
Honduras	7.5	7.5	7	7.17	7.5	7.33	10	10	10	7.33
Honduras	7.58	7.42	7.17	7.42	7.17	7.17	10	10	10	7.42
Honduras	7.33	7.33	7.17	7.33	7.5	7.33	10	10	10	7.33
Honduras	7.42	7.17	7.17	7.5	7.33	7.25	10	10	10	7.42
Honduras	7.42	7.33	7	7.42	7.33	7.33	10	10	10	7.33
Honduras	7.42	7.25	7.25	7.33	7.25	7.17	10	10	10	7.33
Honduras	7.5	7.33	7	7.42	7.25	7.17	10	10	10	7.08
Honduras	7.42	7.17	7.08	7.42	7.25	7.25	10	10	10	7.17
Honduras	7.25	7.33	7.08	7.5	7.25	7.33	10	10	10	7
Honduras	7.5	7.17	7	7.42	7.33	7	10	10	10	7.17
Honduras	7.58	7.33	7	7.17	7.33	7.08	10	10	10	7
Honduras	7.25	7.42	7	7.42	7.33	7	10	10	10	7
Honduras	7.25	7.25	7	7	7.42	7	10	10	10	7.33
Honduras	7.25	7.25	7	7.17	7.08	7.08	10	10	10	7.33
Honduras	7.58	7	6.75	6.92	7	6.92	10	10	10	7
Honduras	7	7	7	7	7	7	10	10	10	7
Honduras	6.83	7	6.67	7	7	6.83	10	10	10	6.67
Honduras	6.83	6.83	6.67	6.83	7	6.83	9.33	8.67	10	7
Honduras	7	7.17	6.83	7.17	7	7.17	8	8	8	7.08
Honduras	6.67	6.5	6.17	6.67	6.83	6.17	8	8	8	6.33
Honduras	7	6.17	6.17	6.67	6.5	6.17	8	8	8	6.5
Honduras	7	6.33	6.17	6.5	6.67	6.17	8	8	8	6.33
India	7.67	7.33	7.17	6.67	7.17	7.42	9.33	10	6.67	7.42
Indonesia	8.33	8.25	7.83	7.75	8.5	8.42	10	10	10	8.33
Indonesia	7.75	7.83	7.67	8	8.08	7.83	10	10	10	8
Indonesia	7.92	7.83	7.75	7.75	7.75	7.75	10	10	10	7.92
Indonesia	7.67	7.67	7.83	7.58	7.83	7.83	10	10	10	8
Indonesia	7.81	7.88	7.56	7.75	7.63	7.75	10	10	10	7.75
Indonesia	8.17	7.67	7.58	7.58	7.42	7.67	10	10	10	7.58
Indonesia	7.25	7.67	7.58	7.92	7.83	7.58	10	10	10	7.67
Indonesia	7.83	7.58	7.58	7.58	7.75	7.58	10	10	10	7.58
Indonesia	7.67	7.58	7.5	7.58	7.67	7.58	10	10	10	7.5
Indonesia	7.5	7.58	7.42	7.58	7.58	7.5	10	10	10	7.58
Indonesia	7.83	7.58	7.42	7.33	7.42	7.5	10	10	10	7.5
Indonesia	7.83	7.75	7.25	7.5	7.42	7.33	10	10	10	7.42
Indonesia	7.5	7.5	7.42	7.42	7.5	7.42	10	10	10	7.33
Indonesia	7.75	7.83	7.58	7.75	7.92	7.83	10	10	10	5.17
Indonesia	7.42	7.42	7.42	7.33	7.42	7.42	10	10	10	7.42
Indonesia	7.17	7.42	7.33	7.42	7.33	7.42	10	10	10	7.58
Indonesia	7.75	7.17	7.17	7.33	7.58	7.33	10	10	10	7.17
Indonesia	7.58	7.42	7	7.67	7.5	7.5	9.33	9.33	10	7.33
Indonesia	6.92	6.83	6.92	6.92	6.92	6.83	10	10	10	6.83
Indonesia	7.33	7	6.5	6.08	7.58	6.33	9.33	10	9.33	6.67
